datetime,tanggal,jam,minute,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,hari_libur,time_of_day,season,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,suhu,jumlah_penghuni,luas_rumah,daya_listrik,golongan_tarif,jumlah_ac,jam_ac_per_hari,jumlah_kulkas,jumlah_tv,jam_tv_per_hari,jumlah_lampu,jam_lampu_per_hari,jumlah_mesin_cuci,frekuensi_cuci_per_minggu,jumlah_komputer,jam_komputer_per_hari,jumlah_perangkat_aktif,jam_pemakaian_per_hari,water_heater,dispenser,microwave,kwh_ac,kwh_kulkas,kwh_tv,kwh_lampu,kwh_mesin_cuci,kwh_komputer,kwh_tambahan,hist_h1,hist_h2,hist_h3,hist_h4,hist_h5,hist_h6,hist_h7,konsumsi_kwh_hari,konsumsi_kw_jam,estimasi_tagihan_bulan
2020-07-08 21:05:00,2020-07-08,21,5,2,8,7,3,28,0,0,3,2,-0.707107,0.707107,-0.5,-0.866025,0.974928,-0.222521,28.0,7,45,2200,R-1/TR,1,9,1,2,4,3,8,1,5,1,0,10,9,0,1,0,8.1,2.4,0.56,0.24,0.357,0.0,2.8,16.837,15.91,14.419,12.476,13.466,11.367,15.147,14.703,0.8048,637243.0
2020-07-08 22:55:00,2020-07-08,22,55,2,8,7,3,28,0,0,4,2,-0.5,0.866025,-0.5,-0.866025,0.974928,-0.222521,29.7,2,72,1300,R-1/TR,0,6,1,2,3,4,8,1,4,1,8,10,6,1,0,0,0.0,2.4,0.42,0.32,0.286,0.96,1.0,6.366,6.294,5.949,5.508,5.915,6.55,5.532,5.84,0.2718,253111.0
2020-07-08 23:49:00,2020-07-08,23,49,2,8,7,3,28,0,0,4,2,-0.258819,0.965926,-0.5,-0.866025,0.974928,-0.222521,26.8,6,200,3500,R-2/TR,3,5,1,1,5,13,6,1,3,2,8,23,5,0,1,1,13.5,2.4,0.35,0.78,0.214,1.92,3.05,25.853,28.724,28.955,29.855,31.885,30.867,26.598,26.704,0.8816,1157378.0
2020-07-09 00:35:00,2020-07-09,0,35,3,9,7,3,28,0,0,4,2,0.0,1.0,-0.5,-0.866025,0.433884,-0.900969,23.0,3,150,3500,R-2/TR,2,5,1,3,4,11,7,1,3,1,8,20,5,0,1,0,9.0,2.4,0.84,0.77,0.214,0.96,2.8,17.87,16.253,18.955,17.441,18.673,17.26,18.78,18.556,0.3077,804236.0
2020-07-09 03:10:00,2020-07-09,3,10,3,9,7,3,28,0,0,4,2,0.707107,0.707107,-0.5,-0.866025,0.433884,-0.900969,26.4,2,60,1300,R-1/TR,1,2,2,3,3,3,8,1,4,1,0,13,2,1,1,0,1.8,4.8,0.63,0.24,0.286,0.0,3.8,12.233,10.602,13.189,13.078,13.965,12.468,13.995,12.66,0.1579,548697.0
2020-07-09 03:49:00,2020-07-09,3,49,3,9,7,3,28,0,0,4,2,0.707107,0.707107,-0.5,-0.866025,0.433884,-0.900969,26.1,1,72,3500,R-2/TR,1,4,1,3,4,3,6,1,2,1,2,12,4,0,1,1,3.6,2.4,0.84,0.18,0.143,0.24,3.05,10.731,11.64,12.55,11.674,11.725,12.078,13.55,11.955,0.1442,518142.0
2020-07-09 04:14:00,2020-07-09,4,14,3,9,7,3,28,0,0,4,2,0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,30.2,4,72,1300,R-1/TR,0,9,2,3,3,4,8,1,2,1,3,12,9,1,0,0,0.0,4.8,0.63,0.32,0.143,0.36,1.0,9.546,10.464,10.52,8.493,8.8,9.641,10.007,9.533,0.124,413170.0
2020-07-09 04:25:00,2020-07-09,4,25,3,9,7,3,28,0,1,4,2,0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,27.7,1,72,2200,R-1/TR,1,7,2,3,7,3,7,1,4,1,0,13,7,0,1,1,6.3,4.8,1.47,0.21,0.286,0.0,3.05,18.306,20.857,20.568,20.294,21.608,18.275,18.96,18.267,0.2336,791710.0
2020-07-09 05:12:00,2020-07-09,5,12,3,9,7,3,28,0,0,0,2,0.965926,0.258819,-0.5,-0.866025,0.433884,-0.900969,25.8,4,72,450,R-1/TR,1,3,1,3,6,4,7,1,5,1,1,12,3,0,1,0,2.7,2.4,1.26,0.28,0.357,0.12,2.8,11.886,12.972,10.575,10.449,12.945,12.173,11.835,11.719,0.1735,507913.0
2020-07-09 05:58:00,2020-07-09,5,58,3,9,7,3,28,0,0,0,2,0.965926,0.258819,-0.5,-0.866025,0.433884,-0.900969,30.1,4,45,2200,R-1/TR,1,8,1,3,4,2,8,1,4,1,4,10,8,0,1,0,7.2,2.4,0.84,0.16,0.286,0.48,2.8,15.188,14.917,13.837,16.423,15.293,15.427,15.173,15.604,0.2219,676293.0
2020-07-09 06:33:00,2020-07-09,6,33,3,9,7,3,28,0,0,0,2,1.0,0.0,-0.5,-0.866025,0.433884,-0.900969,24.5,4,72,1300,R-1/TR,1,3,1,3,5,4,6,1,2,0,0,12,3,0,1,1,2.7,2.4,1.05,0.24,0.143,0.0,3.05,9.75,10.785,10.859,9.881,9.535,9.432,11.378,10.751,0.2274,465959.0
2020-07-09 11:19:00,2020-07-09,11,19,3,9,7,3,28,0,0,1,2,0.258819,-0.965926,-0.5,-0.866025,0.433884,-0.900969,31.3,6,54,900,R-1/TR,0,10,1,2,5,3,4,1,2,2,1,11,10,1,1,0,0.0,2.4,0.7,0.12,0.143,0.24,3.8,10.493,9.621,8.637,10.159,9.717,8.808,8.504,9.393,0.2857,407102.0
2020-07-09 12:25:00,2020-07-09,12,25,3,9,7,3,28,0,0,2,2,0.0,-1.0,-0.5,-0.866025,0.433884,-0.900969,31.1,3,120,1300,R-1/TR,1,10,2,1,4,9,4,1,4,1,0,15,10,0,0,0,9.0,4.8,0.28,0.36,0.286,0.0,0.0,16.417,15.526,14.138,18.423,17.032,14.788,16.753,15.958,0.5286,691636.0
2020-07-09 15:15:00,2020-07-09,15,15,3,9,7,3,28,0,0,2,2,-0.707107,-0.707107,-0.5,-0.866025,0.433884,-0.900969,29.7,1,45,2200,R-1/TR,1,5,1,2,4,4,4,1,2,1,5,10,5,0,0,0,4.5,2.4,0.56,0.16,0.143,0.6,0.0,10.126,10.449,11.138,11.116,10.173,10.184,9.687,10.593,0.361,459111.0
2020-07-09 17:02:00,2020-07-09,17,2,3,9,7,3,28,0,0,2,2,-0.965926,-0.258819,-0.5,-0.866025,0.433884,-0.900969,31.8,5,36,900,R-1/TR,0,9,2,1,5,3,5,1,5,2,8,9,9,0,0,0,0.0,4.8,0.35,0.15,0.357,1.92,0.0,8.663,7.128,7.102,8.421,9.448,8.605,7.892,8.199,0.3009,355353.0
2020-07-09 17:32:00,2020-07-09,17,32,3,9,7,3,28,0,0,2,2,-0.965926,-0.258819,-0.5,-0.866025,0.433884,-0.900969,29.0,7,60,900,R-1/TR,0,6,1,3,6,5,3,1,2,0,0,10,6,0,0,0,0.0,2.4,1.26,0.15,0.143,0.0,0.0,4.137,4.129,5.083,4.249,4.468,5.008,4.313,4.441,0.1739,192477.0
2020-07-09 17:35:00,2020-07-09,17,35,3,9,7,3,28,0,0,2,2,-0.965926,-0.258819,-0.5,-0.866025,0.433884,-0.900969,32.6,2,72,3500,R-2/TR,1,11,1,1,5,5,3,1,5,2,0,12,11,0,0,1,9.9,2.4,0.35,0.15,0.357,0.0,0.25,15.196,15.642,15.423,14.473,15.529,16.081,12.885,14.929,0.5652,647038.0
2020-07-09 17:56:00,2020-07-09,17,56,3,9,7,3,28,0,0,2,2,-0.965926,-0.258819,-0.5,-0.866025,0.433884,-0.900969,29.8,1,120,3500,R-2/TR,1,8,2,2,3,7,5,1,2,1,0,14,8,0,0,0,7.2,4.8,0.42,0.35,0.143,0.0,0.0,12.921,16.064,14.125,14.524,14.132,11.355,11.456,14.311,0.5032,620253.0
2020-07-09 18:26:00,2020-07-09,18,26,3,9,7,3,28,0,0,3,2,-1.0,-0.0,-0.5,-0.866025,0.433884,-0.900969,33.4,7,54,2200,R-1/TR,1,10,2,1,4,4,8,1,2,0,0,10,10,0,1,0,9.0,4.8,0.28,0.32,0.143,0.0,2.8,20.989,20.439,21.005,18.606,22.003,20.101,19.944,19.739,1.1988,855508.0
2020-07-09 20:18:00,2020-07-09,20,18,3,9,7,3,28,0,0,3,2,-0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,30.7,1,54,2200,R-1/TR,1,12,1,3,4,4,7,1,5,1,6,14,12,1,1,1,10.8,2.4,0.84,0.28,0.357,0.72,4.05,24.766,20.988,23.946,22.219,26.326,23.21,21.942,23.359,1.4477,1012402.0
2020-07-09 20:25:00,2020-07-09,20,25,3,9,7,3,28,0,0,3,2,-0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,29.5,5,90,2200,R-1/TR,2,7,2,2,4,7,8,1,3,1,0,17,7,0,1,1,12.6,4.8,0.56,0.56,0.214,0.0,3.05,25.857,28.115,27.813,24.043,23.917,25.568,23.898,25.203,1.572,1092323.0
2020-07-09 20:27:00,2020-07-09,20,27,3,9,7,3,28,0,0,3,2,-0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,34.5,6,36,900,R-1/TR,0,11,2,1,4,3,6,1,2,2,2,9,11,0,0,0,0.0,4.8,0.28,0.18,0.143,0.48,0.0,8.186,6.326,5.851,6.612,6.769,6.042,6.376,6.501,0.3846,281760.0
2020-07-09 20:28:00,2020-07-09,20,28,3,9,7,3,28,0,0,3,2,-0.866025,0.5,-0.5,-0.866025,0.433884,-0.900969,27.6,2,45,3500,R-2/TR,1,7,1,3,3,4,8,1,4,0,0,13,7,1,1,1,6.3,2.4,0.63,0.32,0.286,0.0,4.05,16.911,16.835,15.591,15.81,16.735,17.973,15.572,16.785,1.0507,727479.0
2020-07-09 21:14:00,2020-07-09,21,14,3,9,7,3,28,0,0,3,2,-0.707107,0.707107,-0.5,-0.866025,0.433884,-0.900969,28.9,7,54,450,R-1/TR,1,9,2,3,6,3,7,1,4,0,0,12,9,1,1,0,8.1,4.8,1.26,0.21,0.286,0.0,3.8,22.211,20.547,21.535,17.983,20.009,19.699,22.153,19.728,1.0563,855031.0
2020-07-09 23:55:00,2020-07-09,23,55,3,9,7,3,28,0,0,4,2,-0.258819,0.965926,-0.5,-0.866025,0.433884,-0.900969,28.6,6,60,2200,R-1/TR,1,9,2,1,6,5,6,1,3,2,3,13,9,0,1,0,8.1,4.8,0.42,0.3,0.214,0.72,2.8,16.575,19.049,20.638,20.646,20.282,20.456,17.842,18.785,0.6211,814161.0
2020-07-10 00:24:00,2020-07-10,0,24,4,10,7,3,28,0,0,4,2,0.0,1.0,-0.5,-0.866025,-0.433884,-0.900969,24.2,7,45,900,R-1/TR,0,3,1,3,6,3,6,1,3,2,8,11,3,0,1,0,0.0,2.4,1.26,0.18,0.214,1.92,2.8,10.74,10.944,11.405,10.637,9.647,9.485,10.929,10.752,0.1848,466002.0
2020-07-10 00:57:00,2020-07-10,0,57,4,10,7,3,28,0,0,4,2,0.0,1.0,-0.5,-0.866025,-0.433884,-0.900969,28.3,5,72,2200,R-1/TR,1,9,2,2,3,4,6,1,2,1,3,12,9,0,1,0,8.1,4.8,0.42,0.24,0.143,0.36,2.8,17.667,17.913,19.535,20.902,18.579,16.778,18.543,19.146,0.3208,829807.0
2020-07-10 01:41:00,2020-07-10,1,41,4,10,7,3,28,0,0,4,2,0.258819,0.965926,-0.5,-0.866025,-0.433884,-0.900969,24.2,6,54,2200,R-1/TR,1,2,2,3,6,4,6,1,3,1,4,13,2,0,1,0,1.8,4.8,1.26,0.24,0.214,0.48,2.8,14.29,15.259,14.48,11.926,12.115,13.694,13.785,13.86,0.1967,600706.0
2020-07-10 03:11:00,2020-07-10,3,11,4,10,7,3,28,0,0,4,2,0.707107,0.707107,-0.5,-0.866025,-0.433884,-0.900969,24.2,4,90,1300,R-1/TR,2,3,1,3,4,6,8,1,2,1,0,17,3,1,1,1,5.4,2.4,0.84,0.48,0.143,0.0,4.05,14.827,14.36,14.275,14.305,15.325,15.966,14.039,14.29,0.1789,619343.0
2020-07-10 04:00:00,2020-07-10,4,0,4,10,7,3,28,0,0,4,2,0.866025,0.5,-0.5,-0.866025,-0.433884,-0.900969,26.0,1,36,1300,R-1/TR,0,2,1,2,6,3,8,1,3,1,1,10,2,0,1,1,0.0,2.4,0.84,0.24,0.214,0.12,3.05,9.17,7.93,8.81,8.603,8.64,8.92,8.339,8.268,0.1008,358343.0
2020-07-10 04:21:00,2020-07-10,4,21,4,10,7,3,28,0,0,4,2,0.866025,0.5,-0.5,-0.866025,-0.433884,-0.900969,27.2,7,200,2200,R-1/TR,4,8,1,1,5,13,6,1,3,0,0,22,8,0,1,1,28.8,2.4,0.35,0.78,0.214,0.0,3.05,43.653,39.957,35.856,37.919,41.264,40.489,40.693,40.38,0.5295,1750110.0
2020-07-10 06:51:00,2020-07-10,6,51,4,10,7,3,28,0,0,0,2,1.0,0.0,-0.5,-0.866025,-0.433884,-0.900969,26.6,4,60,900,R-1/TR,1,4,1,3,3,4,6,1,2,0,0,11,4,0,0,1,3.6,2.4,0.63,0.24,0.143,0.0,0.25,6.629,8.429,8.342,8.102,6.544,8.722,8.47,8.303,0.1822,359860.0
2020-07-10 07:42:00,2020-07-10,7,42,4,10,7,3,28,0,0,0,2,0.965926,-0.258819,-0.5,-0.866025,-0.433884,-0.900969,28.8,4,90,450,R-1/TR,1,5,1,2,6,7,4,1,3,2,8,15,5,1,0,0,4.5,2.4,0.84,0.28,0.214,1.92,1.0,11.892,13.315,12.418,13.113,12.534,12.277,10.739,12.005,0.361,520309.0
2020-07-10 08:34:00,2020-07-10,8,34,4,10,7,3,28,0,0,0,2,0.866025,-0.5,-0.5,-0.866025,-0.433884,-0.900969,31.1,4,120,3500,R-2/TR,2,8,2,2,4,8,4,1,2,0,0,16,8,0,1,0,14.4,4.8,0.56,0.32,0.143,0.0,2.8,26.931,26.239,30.687,24.279,26.162,27.033,24.439,26.612,0.9883,1153391.0
2020-07-10 10:43:00,2020-07-10,10,43,4,10,7,3,28,0,0,1,2,0.5,-0.866025,-0.5,-0.866025,-0.433884,-0.900969,29.6,5,90,1300,R-1/TR,1,9,1,1,3,6,4,1,5,2,1,13,9,0,0,1,8.1,2.4,0.21,0.24,0.357,0.24,0.25,15.653,16.231,15.768,13.545,12.734,14.429,12.144,13.999,0.4432,606731.0
2020-07-10 11:00:00,2020-07-10,11,0,4,10,7,3,28,0,0,1,2,0.258819,-0.965926,-0.5,-0.866025,-0.433884,-0.900969,30.1,2,90,1300,R-1/TR,2,9,2,3,5,7,3,1,3,1,3,17,9,0,1,0,16.2,4.8,1.05,0.21,0.214,0.36,2.8,25.962,25.9,26.906,27.047,28.78,21.395,27.357,26.187,0.8097,1134971.0
2020-07-10 11:24:00,2020-07-10,11,24,4,10,7,3,28,0,0,1,2,0.258819,-0.965926,-0.5,-0.866025,-0.433884,-0.900969,29.5,4,45,2200,R-1/TR,1,9,2,1,5,3,4,1,4,1,8,11,9,1,1,0,8.1,4.8,0.35,0.12,0.286,0.96,3.8,23.887,20.819,21.054,22.84,20.331,20.304,20.14,21.651,0.6755,938376.0
2020-07-10 12:32:00,2020-07-10,12,32,4,10,7,3,28,0,0,2,2,0.0,-1.0,-0.5,-0.866025,-0.433884,-0.900969,33.4,4,54,2200,R-1/TR,1,11,1,2,5,3,3,1,5,1,2,10,11,0,0,1,9.9,2.4,0.7,0.09,0.357,0.24,0.25,13.595,18.171,13.79,15.03,15.694,15.27,15.847,15.734,0.5525,681927.0
2020-07-10 15:13:00,2020-07-10,15,13,4,10,7,3,28,0,0,2,2,-0.707107,-0.707107,-0.5,-0.866025,-0.433884,-0.900969,31.0,5,150,900,R-1/TR,2,8,2,3,3,10,3,1,4,0,0,19,8,1,0,0,14.4,4.8,0.63,0.3,0.286,0.0,1.0,22.69,23.134,22.728,23.278,28.438,26.849,20.761,25.087,0.8866,1087296.0
2020-07-10 15:30:00,2020-07-10,15,30,4,10,7,3,28,0,0,2,2,-0.707107,-0.707107,-0.5,-0.866025,-0.433884,-0.900969,29.9,4,200,1300,R-1/TR,4,9,1,1,5,14,3,1,4,0,0,22,9,0,1,0,32.4,2.4,0.35,0.42,0.286,0.0,2.8,50.0,50.0,45.355,39.376,50.0,49.008,46.322,47.094,1.5884,2041101.0
2020-07-10 18:35:00,2020-07-10,18,35,4,10,7,3,28,0,0,3,2,-1.0,-0.0,-0.5,-0.866025,-0.433884,-0.900969,29.5,7,60,900,R-1/TR,1,8,2,1,6,5,7,1,4,2,6,14,8,1,0,1,7.2,4.8,0.42,0.35,0.286,1.44,1.25,18.951,16.571,20.243,17.678,20.181,19.436,20.759,18.985,1.088,822829.0
2020-07-10 18:49:00,2020-07-10,18,49,4,10,7,3,28,0,0,3,2,-1.0,-0.0,-0.5,-0.866025,-0.433884,-0.900969,30.8,7,72,1300,R-1/TR,1,8,1,2,4,3,7,1,4,2,3,12,8,1,1,0,7.2,2.4,0.56,0.21,0.286,0.72,3.8,17.432,15.397,18.078,18.207,18.251,20.313,19.263,17.562,1.0108,761155.0
2020-07-10 19:09:00,2020-07-10,19,9,4,10,7,3,28,0,0,3,2,-0.965926,0.258819,-0.5,-0.866025,-0.433884,-0.900969,27.3,5,45,2200,R-1/TR,1,9,2,2,5,4,7,1,2,0,0,10,9,0,0,0,8.1,4.8,0.7,0.28,0.143,0.0,0.0,15.915,15.788,16.244,17.577,16.242,17.402,17.782,17.348,1.1489,751880.0
2020-07-11 00:53:00,2020-07-11,0,53,5,11,7,3,28,1,1,4,2,0.0,1.0,-0.5,-0.866025,-0.974928,-0.222521,25.1,4,120,1300,R-1/TR,1,7,2,3,6,9,8,1,5,2,8,18,7,0,0,0,6.3,4.8,1.26,0.72,0.357,1.92,0.0,17.084,16.523,15.178,16.953,16.946,15.958,14.59,16.853,0.2785,730426.0
2020-07-11 00:59:00,2020-07-11,0,59,5,11,7,3,28,1,1,4,2,0.0,1.0,-0.5,-0.866025,-0.974928,-0.222521,25.4,2,36,1300,R-1/TR,0,7,2,1,7,3,9,1,3,1,2,10,7,0,1,1,0.0,4.8,0.49,0.27,0.214,0.24,3.05,10.155,10.541,12.316,10.577,9.792,11.074,10.703,10.937,0.1818,474021.0
2020-07-11 01:02:00,2020-07-11,1,2,5,11,7,3,28,1,1,4,2,0.258819,0.965926,-0.5,-0.866025,-0.974928,-0.222521,26.1,7,72,3500,R-2/TR,1,6,2,3,6,5,8,1,4,0,0,13,6,0,0,1,5.4,4.8,1.26,0.4,0.286,0.0,0.25,15.811,14.523,15.241,13.754,13.911,15.013,15.179,14.387,0.2095,623547.0
2020-07-11 02:15:00,2020-07-11,2,15,5,11,7,3,28,1,1,4,2,0.5,0.866025,-0.5,-0.866025,-0.974928,-0.222521,25.6,6,90,2200,R-1/TR,2,4,1,3,8,6,9,1,2,2,7,15,4,0,0,0,7.2,2.4,1.68,0.54,0.143,1.68,0.0,16.165,16.793,16.258,16.499,17.887,17.134,16.772,15.984,0.2167,692763.0
2020-07-11 02:29:00,2020-07-11,2,29,5,11,7,3,28,1,1,4,2,0.5,0.866025,-0.5,-0.866025,-0.974928,-0.222521,24.4,4,72,2200,R-1/TR,0,8,2,2,5,5,7,1,2,1,4,13,8,1,1,0,0.0,4.8,0.7,0.35,0.143,0.48,3.8,13.516,13.0,11.636,11.259,11.915,12.192,13.182,12.414,0.1658,538035.0
2020-07-11 03:33:00,2020-07-11,3,33,5,11,7,3,28,1,1,4,2,0.707107,0.707107,-0.5,-0.866025,-0.974928,-0.222521,24.8,2,72,900,R-1/TR,1,7,2,2,7,3,8,1,4,0,0,10,7,0,1,0,6.3,4.8,0.98,0.24,0.286,0.0,2.8,15.337,15.653,16.715,16.813,18.013,17.747,15.107,17.084,0.2197,740438.0
2020-07-11 05:48:00,2020-07-11,5,48,5,11,7,3,28,1,1,0,2,0.965926,0.258819,-0.5,-0.866025,-0.974928,-0.222521,27.2,1,90,900,R-1/TR,1,10,2,1,6,7,8,1,3,0,0,14,10,1,1,0,9.0,4.8,0.42,0.56,0.214,0.0,3.8,21.964,21.098,18.981,18.524,22.311,19.214,20.208,20.254,0.2861,877829.0
2020-07-11 07:22:00,2020-07-11,7,22,5,11,7,3,28,1,1,0,2,0.965926,-0.258819,-0.5,-0.866025,-0.974928,-0.222521,28.8,1,60,3500,R-2/TR,0,9,2,3,6,3,4,1,4,0,0,10,9,0,0,1,0.0,4.8,1.26,0.12,0.286,0.0,0.25,7.917,7.665,7.717,7.449,7.221,8.147,8.076,7.725,0.2297,334809.0
2020-07-11 08:34:00,2020-07-11,8,34,5,11,7,3,28,1,1,0,2,0.866025,-0.5,-0.5,-0.866025,-0.974928,-0.222521,30.5,4,90,1300,R-1/TR,1,11,2,3,5,7,6,1,4,2,3,16,11,0,0,0,9.9,4.8,1.05,0.42,0.286,0.72,0.0,18.638,17.249,20.063,19.245,18.694,18.031,19.115,18.297,0.6595,793010.0
2020-07-11 09:15:00,2020-07-11,9,15,5,11,7,3,28,1,1,1,2,0.707107,-0.707107,-0.5,-0.866025,-0.974928,-0.222521,31.0,4,45,3500,R-2/TR,1,14,1,2,6,3,5,1,5,0,0,9,14,0,0,1,12.6,2.4,0.84,0.15,0.357,0.0,0.25,21.483,20.289,21.629,19.574,23.557,18.899,21.233,20.841,0.7103,903270.0
2020-07-11 10:08:00,2020-07-11,10,8,5,11,7,3,28,1,1,1,2,0.5,-0.866025,-0.5,-0.866025,-0.974928,-0.222521,29.2,4,120,2200,R-1/TR,1,11,2,2,6,8,5,1,5,1,2,15,11,0,0,0,9.9,4.8,0.84,0.4,0.357,0.24,0.0,19.365,18.959,18.879,17.539,16.932,18.44,16.105,19.12,0.5814,828680.0
2020-07-11 10:34:00,2020-07-11,10,34,5,11,7,3,28,1,1,1,2,0.5,-0.866025,-0.5,-0.866025,-0.974928,-0.222521,31.4,4,200,1300,R-1/TR,4,11,2,2,7,13,6,1,2,2,3,25,11,0,1,0,39.6,4.8,0.98,0.78,0.143,0.72,2.8,48.146,48.848,50.0,47.12,50.0,45.872,50.0,50.0,1.5047,2167050.0
2020-07-11 10:59:00,2020-07-11,10,59,5,11,7,3,28,1,1,1,2,0.5,-0.866025,-0.5,-0.866025,-0.974928,-0.222521,33.7,1,72,900,R-1/TR,1,12,1,1,7,4,4,1,2,0,0,10,12,1,1,0,10.8,2.4,0.49,0.16,0.143,0.0,3.8,20.617,20.486,18.689,20.871,18.815,19.908,19.208,19.139,0.6107,829503.0
2020-07-11 13:07:00,2020-07-11,13,7,5,11,7,3,28,1,1,2,2,-0.258819,-0.965926,-0.5,-0.866025,-0.974928,-0.222521,31.4,1,120,900,R-1/TR,1,10,1,2,6,8,5,1,5,0,0,13,10,0,0,0,9.0,2.4,0.84,0.4,0.357,0.0,0.0,14.931,15.323,14.575,14.419,14.065,13.206,15.454,15.096,0.4634,654276.0
2020-07-11 13:13:00,2020-07-11,13,13,5,11,7,3,28,1,1,2,2,-0.258819,-0.965926,-0.5,-0.866025,-0.974928,-0.222521,33.9,2,60,1300,R-1/TR,1,12,1,2,5,5,6,1,5,0,0,12,12,0,1,1,10.8,2.4,0.7,0.3,0.357,0.0,3.05,18.568,21.028,21.712,21.121,21.413,24.965,17.742,20.346,0.6397,881816.0
2020-07-11 13:42:00,2020-07-11,13,42,5,11,7,3,28,1,1,2,2,-0.258819,-0.965926,-0.5,-0.866025,-0.974928,-0.222521,29.9,7,120,900,R-1/TR,2,10,2,1,8,9,5,1,3,2,5,17,10,0,0,0,18.0,4.8,0.56,0.45,0.214,1.2,0.0,31.417,29.491,30.857,31.854,30.684,28.127,28.498,29.07,0.8784,1259923.0
2020-07-11 15:35:00,2020-07-11,15,35,5,11,7,3,28,1,1,2,2,-0.707107,-0.707107,-0.5,-0.866025,-0.974928,-0.222521,31.2,7,54,900,R-1/TR,1,10,1,3,6,4,4,1,5,2,5,14,10,1,1,0,9.0,2.4,1.26,0.16,0.357,1.2,3.8,22.68,20.452,18.654,19.293,19.621,21.35,20.996,20.571,0.6754,891568.0
2020-07-11 15:47:00,2020-07-11,15,47,5,11,7,3,28,1,1,2,2,-0.707107,-0.707107,-0.5,-0.866025,-0.974928,-0.222521,31.7,1,90,900,R-1/TR,2,12,2,2,7,5,4,1,2,1,7,15,12,1,1,0,21.6,4.8,0.98,0.2,0.143,0.84,3.8,43.221,40.286,36.298,39.378,38.931,42.352,38.272,40.389,1.3772,1750500.0
2020-07-11 17:53:00,2020-07-11,17,53,5,11,7,3,28,1,1,2,2,-0.965926,-0.258819,-0.5,-0.866025,-0.974928,-0.222521,30.5,5,45,1300,R-1/TR,0,11,2,1,8,2,6,1,4,2,0,9,11,0,0,1,0.0,4.8,0.56,0.12,0.286,0.0,0.25,6.866,6.653,6.575,8.654,6.746,6.873,7.23,6.981,0.2626,302564.0
2020-07-11 19:31:00,2020-07-11,19,31,5,11,7,3,28,1,1,3,2,-0.965926,0.258819,-0.5,-0.866025,-0.974928,-0.222521,27.4,4,72,3500,R-2/TR,1,11,2,3,8,3,9,1,3,1,4,12,11,1,0,0,9.9,4.8,1.68,0.27,0.214,0.48,1.0,23.115,20.6,20.616,20.442,19.45,21.092,17.765,20.678,1.4053,896205.0
2020-07-11 20:05:00,2020-07-11,20,5,5,11,7,3,28,1,1,3,2,-0.866025,0.5,-0.5,-0.866025,-0.974928,-0.222521,27.4,7,120,1300,R-1/TR,1,9,2,1,8,8,9,1,4,0,0,13,9,0,0,0,8.1,4.8,0.56,0.72,0.286,0.0,0.0,13.862,15.796,15.296,15.572,16.666,16.782,13.907,16.479,1.0283,714216.0
2020-07-11 21:05:00,2020-07-11,21,5,5,11,7,3,28,1,1,3,2,-0.707107,0.707107,-0.5,-0.866025,-0.974928,-0.222521,32.0,3,60,1300,R-1/TR,0,10,2,2,6,4,9,1,5,0,0,9,10,0,0,0,0.0,4.8,0.84,0.36,0.357,0.0,0.0,7.354,6.11,7.242,6.374,7.253,7.086,5.917,6.678,0.3461,289431.0
2020-07-12 01:40:00,2020-07-12,1,40,6,12,7,3,28,1,1,4,2,0.258819,0.965926,-0.5,-0.866025,-0.781831,0.62349,26.2,6,60,1300,R-1/TR,1,7,2,2,8,3,9,1,2,1,3,10,7,0,0,0,6.3,4.8,1.12,0.27,0.143,0.36,0.0,13.287,17.157,17.357,16.225,16.741,15.542,17.137,15.769,0.2227,683444.0
2020-07-12 02:11:00,2020-07-12,2,11,6,12,7,3,28,1,1,4,2,0.5,0.866025,-0.5,-0.866025,-0.781831,0.62349,25.1,4,45,450,R-1/TR,0,4,2,1,7,3,8,1,4,0,0,8,4,0,1,0,0.0,4.8,0.49,0.24,0.286,0.0,2.8,10.652,10.726,12.359,10.852,11.051,10.274,8.378,10.478,0.1404,454127.0
2020-07-12 02:44:00,2020-07-12,2,44,6,12,7,3,28,1,1,4,2,0.5,0.866025,-0.5,-0.866025,-0.781831,0.62349,23.8,1,90,2200,R-1/TR,2,5,1,3,6,7,7,1,2,1,0,17,5,1,1,0,9.0,2.4,1.26,0.49,0.143,0.0,3.8,19.563,18.487,18.127,19.823,19.292,18.52,19.141,18.442,0.2642,799295.0
2020-07-12 04:30:00,2020-07-12,4,30,6,12,7,3,28,1,1,4,2,0.866025,0.5,-0.5,-0.866025,-0.781831,0.62349,26.5,6,72,2200,R-1/TR,0,8,1,1,7,3,9,1,2,1,1,8,8,0,0,1,0.0,2.4,0.49,0.27,0.143,0.12,0.25,4.871,4.669,4.708,5.164,4.388,4.514,4.588,4.401,0.0572,190744.0
